name,line
Martin,"It's chiefly used in the manufacture of rayons, film, and"
Pro,Discounted snack treats.   Con:  Dangerous profession.
Pro,Nice stride.   Con:  Complete stranger.
Pro,Smoker.   Con:  Just a sign.
Principal Skinner,"Bart, I'm flabbergasted.  Surely you knew that you were"
Bart,"Maybe it was one of the other Barts, sir."
Principal Skinner,There are no other Barts!
Bart,Uh oh.
Bart,"Hello, is Homer there?"
Moe,Homer who?
Bart,Homer... Sexual.
Moe,"Wait one second, let me check. [calls]  Uh, Homer Sexual?  Hey, come on,"
Pros,*  Uses big words.
Cons,*  Possible Homer Sexual.
Time,9:15]
Homer,"Principal Skinner, allow me to introduce you to my wife's lovely"
Patty,"You bozo, I'm Patty!"
Homer,What!?
Skinner,[dreamily] Patty...
Homer,D'oh!!  Wrong one!
Patty,I'll have a Lady Laramie 100's please.
Selma,We both know it could have easily been me.  Very easily.
Apu,"Ooh, all right, here you go.  Smoke them in good health."
Principal Skinner,That was the worst movie I've ever seen.
Patty,Not as bad as the service at the revolving restaurant.
Principal Skinner,Ho ho ho.  Isn't it nice we hate the same things?
Principal Skinner,"So, see me again tomorrow?"
Patty,[grunt] I'm afraid that's my microwave cookery class.
Principal Skinner,Then the day after that.
Patty,"Oh, gee.  Tae kwon do."
Principal Skinner,"The day after that, then."
Patty,"Seymour, you're touching me."
Principal Skinner,"Kiss me, Patty.  I don't have cooties."
Patty,Hai-ya!  [gives him a healthy karate (or whatever) chop]
Time,15:41]
Principal Skinner,I'm going to ask for your Aunt Patty's hand in marriage.
Bart,"It's your funeral, Seymour."
Clerk,"A good rule of thumb is two years' salary, sir.  Try this."
Principal Skinner,"I can't afford that, I'm an educator!"
Bart,Seymour...
Principal Skinner,I'll take it.
